Tag,h2.2008,h1.2009,h2.2009,h1.2010,h2.2010,h1.2011,h2.2011,h1.2012,h2.2012,h1.2013,h2.2013,h1.2014,h2.2014,h1.2015,h2.2015,h1.2016,h2.2016,h1.2017,h2.2017,h1.2018,h2.2018,h1.2019,h2.2019,TopicNumber,Propensity
terminal,48,95,113,132,236,347,489,588,696,877,1054,1083,1089,1126,1086,1122,1010,1120,1011,1028,1017,1083,389,topic_26,0.62056255
designer,25,54,61,73,63,84,67,57,63,80,55,52,62,42,55,51,42,36,24,18,22,23,15,topic_843,0.055975188
formarray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,44,60,63,28,topic_672,0.015401146
image-segmentation,0,0,2,5,2,20,27,34,40,47,58,97,58,76,76,107,87,113,96,128,139,174,61,topic_567,0.01623289
backbone-events,0,0,0,0,0,0,11,86,94,117,98,85,51,32,21,23,12,15,7,3,1,0,2,topic_764,0.018232075
ellipsis,1,5,3,15,13,25,17,31,23,48,44,29,32,27,25,41,34,25,38,35,22,23,7,topic_63,0.026674315
imagick,0,3,4,13,33,46,46,77,104,95,81,121,83,116,132,113,86,78,80,88,90,69,29,topic_643,0.075008295
django,297,1284,2616,3899,4487,6545,6337,7847,8644,10124,10393,11011,10106,11006,11865,12168,11160,12828,13149,13828,14360,16367,5899,topic_359,0.9743484
defaulttablemodel,0,0,0,0,0,1,9,25,36,52,39,37,25,31,21,12,17,12,9,9,10,7,2,topic_116,0.025648564
wsimport,0,2,4,12,12,19,31,24,25,36,45,40,33,30,14,19,20,15,18,21,26,17,10,topic_597,0.0083419485
shiny,0,0,0,0,0,0,0,0,12,63,212,391,559,839,1145,1372,1441,1668,1761,1956,1854,2000,759,topic_694,0.36416724
python-unicode,0,0,0,0,2,2,1,16,20,36,42,51,39,36,49,49,66,63,71,78,67,85,22,topic_62,0.05765161
freetype,1,6,4,9,8,13,16,21,21,30,26,41,30,38,27,28,11,13,17,21,21,15,13,topic_620,0.02347015
.bash-profile,0,2,1,1,4,6,12,20,25,39,46,49,60,52,41,62,47,45,5,0,0,0,0,topic_330,0.016764898
kernel-module,4,8,7,28,25,42,62,106,99,95,106,159,122,90,115,100,85,89,69,80,71,85,37,topic_533,0.060714543
magmi,0,0,0,0,0,0,8,15,23,47,50,52,35,39,17,27,10,8,5,8,3,1,3,topic_530,0.022787144
objective-c++,0,5,17,50,58,92,108,80,79,73,55,69,41,59,45,42,34,36,31,45,39,34,12,topic_836,0.024419509
google-vision,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27,24,29,63,73,90,78,107,38,topic_201,0.068947434
tooltip,22,57,118,166,191,251,295,316,394,459,398,379,318,319,278,279,268,308,230,238,264,281,89,topic_563,0.3349762
data-fitting,0,0,0,2,0,2,3,5,9,29,24,25,30,51,33,34,44,43,51,46,57,48,12,topic_40,0.018536853
cntk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,217,103,60,42,27,6,topic_842,0.060784556
spring-session,0,0,0,0,0,0,0,0,0,0,0,0,9,57,43,71,58,46,34,51,75,71,19,topic_901,0.044175364
codenameone,0,0,0,0,0,1,0,14,43,60,56,146,149,111,197,637,538,537,429,369,318,268,52,topic_210,0.13031049
numberformatexception,0,0,0,0,2,12,12,25,34,56,55,73,60,40,48,41,48,47,44,33,33,33,10,topic_462,0.020304127
symfony-1.4,0,1,2,73,106,299,422,349,342,313,151,92,56,62,37,42,20,20,17,15,12,8,2,topic_371,0.14439835
keep-alive,3,13,15,16,33,38,35,45,47,49,44,44,36,46,45,34,33,34,24,26,39,42,14,topic_708,0.013081014
variadic,1,2,4,14,20,16,12,15,8,15,24,26,31,37,46,31,23,25,34,21,21,31,10,topic_547,0.061616432
.htpasswd,2,4,2,9,14,13,19,34,42,35,38,37,33,26,34,27,19,15,16,18,14,24,6,topic_661,0.056198347
overwrite,4,9,14,16,12,43,38,56,70,95,91,94,68,72,68,72,53,75,44,54,62,60,22,topic_151,0.20759007
mkdir,0,8,8,17,28,31,35,53,62,73,69,76,62,71,53,74,61,48,30,34,28,43,12,topic_801,0.09022486
public-key-encryption,0,3,4,8,27,63,83,89,93,103,115,92,71,106,70,74,79,87,67,84,100,74,27,topic_370,0.12655689
tweetsharp,0,0,4,11,7,23,11,13,9,33,34,21,15,6,10,15,5,4,4,2,3,0,2,topic_429,0.009602369
starling-framework,0,0,0,0,0,0,6,13,40,76,65,63,38,26,17,9,7,8,4,0,4,2,0,topic_694,0.0084753465
facebook-login,0,0,1,0,1,0,33,94,151,218,203,225,184,272,244,210,216,204,173,179,172,143,66,topic_662,0.099936366
hierarchy,16,45,51,78,80,108,99,115,144,135,174,146,144,132,115,136,80,100,94,92,87,96,30,topic_419,0.097271144
antlr,16,28,81,115,107,172,235,257,267,261,229,232,172,235,144,154,141,145,130,119,104,120,28,topic_898,0.20793083
nativescript-vue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,197,84,topic_437,0.010381961
lync,0,0,0,0,4,26,22,50,39,49,41,57,54,52,39,24,29,27,19,16,18,9,3,topic_125,0.0871748
multi-index,0,0,6,8,11,5,1,6,10,21,29,42,37,47,41,97,137,133,127,173,170,148,55,topic_489,0.10131024
android-orientation,0,2,2,3,6,2,23,52,88,95,90,98,71,39,46,56,27,33,22,23,21,10,2,topic_769,0.029101675
android-event,0,0,0,0,0,1,7,32,33,36,28,32,21,24,14,18,13,7,11,10,8,4,2,topic_442,0.003142284
concurrenthashmap,1,2,8,4,14,14,21,21,20,53,48,40,29,39,41,41,41,48,46,34,34,43,10,topic_919,0.04565018
static-analysis,30,38,62,68,57,63,65,99,79,88,89,78,69,76,75,86,79,70,62,70,84,61,31,topic_942,0.08138573
xcode-instruments,0,1,0,0,0,9,20,31,33,36,33,30,20,29,27,25,18,15,10,13,15,15,0,topic_3,0.0253584
breadcrumbs,4,9,16,22,25,29,47,46,52,71,55,66,62,64,58,52,44,57,51,32,57,53,17,topic_901,0.08217119
android-linearlayout,1,0,8,22,88,160,203,234,298,398,399,396,305,304,271,266,267,223,194,177,139,119,39,topic_259,0.16297743
twitter-fabric,0,0,0,0,0,0,0,0,0,1,0,1,36,141,196,185,143,118,37,4,4,5,1,topic_974,0.047284033
javascript-framework,3,11,16,33,65,154,121,113,123,106,85,37,9,11,24,9,10,8,18,6,15,12,0,topic_492,0.09581305
internal-server-error,0,1,1,0,2,12,28,38,49,43,64,44,61,67,57,68,55,59,49,40,41,37,9,topic_778,0.016566327
sugarcrm,3,3,7,11,26,50,62,71,123,135,124,171,102,114,76,104,104,137,89,54,47,47,17,topic_371,0.09911085
isabelle,0,1,0,0,0,0,0,0,3,59,35,66,65,57,58,42,43,57,54,33,54,48,22,topic_145,0.013869959
version-control,541,688,702,804,713,773,845,871,970,832,853,785,620,633,780,727,659,650,616,435,391,330,104,topic_262,0.55548704
git-merge,4,7,9,22,16,41,44,84,105,156,154,154,113,173,165,149,154,134,145,149,181,134,61,topic_37,0.055874027
flask-admin,0,0,0,0,0,0,0,0,1,4,18,32,31,40,55,54,33,51,32,45,45,59,22,topic_623,0.027254995
search,199,393,633,786,970,1431,1538,1754,1950,2190,2215,2118,1739,1809,1795,1524,1540,1639,1279,1189,1237,1222,355,topic_69,0.7160556
xml-parsing,5,12,29,71,171,344,518,961,1362,1509,976,778,597,646,612,574,523,508,417,438,411,408,123,topic_670,0.05873649
spacing,1,8,21,8,23,36,30,40,36,59,74,72,56,59,50,37,51,46,32,29,31,30,13,topic_206,0.034460045
es6-promise,0,0,0,0,0,0,0,0,0,1,0,3,23,64,165,266,326,390,415,463,500,482,129,topic_621,0.13197346
mootools,24,48,134,220,241,326,380,281,203,242,167,116,63,49,30,17,24,7,9,5,5,9,3,topic_170,0.1247539
ibeacon-android,0,0,0,0,0,0,0,0,0,0,9,74,66,76,68,67,46,31,33,19,21,18,6,topic_810,0.037016302
typescript,0,0,0,0,0,0,0,0,501,546,595,769,767,1105,2131,5320,8309,10480,11496,12503,13973,16012,5565,topic_20,0.92712075
event-log,16,29,42,36,62,68,80,71,77,62,54,53,38,41,49,61,46,39,29,34,49,46,11,topic_726,0.06529044
plesk,1,11,21,10,16,34,29,63,75,73,96,91,89,98,78,97,107,107,106,86,121,106,34,topic_36,0.12803715
coldfusion,83,187,367,449,552,692,770,975,922,976,937,932,895,730,569,603,447,467,433,319,313,284,97,topic_534,0.43073556
rdbms,37,78,53,71,93,85,87,90,88,104,89,99,88,101,116,132,129,136,134,119,118,102,25,topic_863,0.20767905
rounding,31,48,62,86,104,134,161,189,183,229,254,267,240,254,249,267,224,218,204,210,213,186,60,topic_251,0.2803777
firebase,0,0,0,1,0,0,0,12,51,246,429,564,840,1020,1296,4186,8031,9798,10246,11819,12109,11396,3683,topic_244,0.60887396
executorservice,4,4,14,23,21,26,48,71,104,96,97,118,89,121,124,142,113,112,111,102,141,120,29,topic_405,0.085164964
word-vba,22,34,39,39,56,75,57,88,120,209,188,235,182,268,307,279,222,293,311,283,200,84,31,topic_394,0.015269972
git-submodules,2,14,24,22,48,72,93,112,128,134,115,115,107,140,108,120,101,150,125,110,157,147,32,topic_564,0.044100918
actor,1,19,28,40,52,79,96,79,114,108,119,133,137,124,131,108,89,94,71,66,56,50,12,topic_224,0.08667405
neo4j,0,1,5,19,16,59,127,227,379,928,1272,1592,1405,1575,1484,1475,1289,1476,1150,1294,1067,970,277,topic_512,0.5367012
python-venv,0,0,0,0,0,0,0,0,0,4,7,7,8,2,8,9,16,26,17,28,63,79,37,topic_158,0.0113796955
statsmodels,0,0,0,1,0,0,1,2,14,24,43,94,79,101,106,111,83,116,143,173,184,185,88,topic_270,0.042963747
md-autocomplete,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,24,28,25,24,5,4,4,0,topic_247,0.016633663
http-status-code-404,21,58,79,130,113,159,208,301,309,400,358,386,304,341,291,300,294,296,265,267,257,246,98,topic_980,0.11001949
prototypal-inheritance,3,1,3,13,13,33,43,43,34,65,58,69,44,54,69,50,27,27,26,22,27,19,6,topic_280,0.07496221
config,13,22,37,62,74,141,127,146,162,267,298,286,278,279,272,282,273,269,261,216,269,265,103,topic_642,0.13936166
http-status-code-403,3,3,18,19,22,37,42,60,75,91,83,90,83,112,108,113,84,95,99,104,101,113,37,topic_830,0.06430308
pdfminer,0,0,0,0,0,1,0,0,0,0,1,11,14,18,16,16,18,13,32,36,28,67,22,topic_283,0.020840872
sparse-matrix,3,6,22,31,44,56,62,104,116,142,171,174,182,203,179,212,196,249,265,235,221,217,76,topic_390,0.04227066
graphics,184,316,438,627,754,979,979,1112,1101,1237,1124,1129,911,1004,854,929,673,736,513,540,619,533,162,topic_585,0.32464463
double-quotes,2,3,3,9,23,19,32,42,57,61,60,51,54,50,60,56,60,64,49,54,47,45,17,topic_231,0.06708302
google-cloud-spanner,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,100,49,48,48,41,12,topic_635,0.012939001
git-log,1,2,2,7,6,10,14,23,41,32,31,46,51,39,61,45,46,57,26,48,46,42,16,topic_213,0.072042786
aws-lambda,0,0,0,0,0,0,1,0,0,0,0,0,7,71,327,688,782,1314,1520,1900,2226,2703,977,topic_977,0.5922928
spring-tool-suite,0,0,0,1,1,0,1,1,5,38,55,60,125,90,112,94,77,93,86,73,87,74,28,topic_430,0.035958007
android-gridlayout,0,0,0,0,0,0,0,1,18,22,41,58,44,44,50,64,54,42,56,37,36,30,18,topic_737,0.007671605
pymssql,1,0,0,6,6,11,6,13,9,11,11,17,21,25,45,46,37,37,40,29,33,32,18,topic_940,0.009679644
pentaho-spoon,0,0,0,0,1,0,0,0,0,0,0,2,1,5,20,74,72,61,82,80,72,72,23,topic_673,0.038690064
ccsprite,0,0,0,1,1,22,59,69,81,76,32,38,20,16,9,3,3,0,0,0,0,0,0,topic_484,0.01355316
google-openid,0,0,2,9,22,29,33,25,26,19,28,35,34,58,23,13,12,11,9,5,10,10,2,topic_522,0.03325223
swift-protocols,0,0,0,0,0,0,0,0,0,0,0,5,4,22,47,104,106,114,90,93,89,84,23,topic_660,0.041546203
image,280,732,1320,2020,2441,3834,4393,5587,5983,6835,6644,7093,5646,6071,5434,5410,4454,4729,4036,3554,3548,3523,1198,topic_2,0.9213149
mac-address,7,7,20,21,28,28,44,55,46,53,61,58,51,53,41,46,30,49,40,31,38,29,11,topic_591,0.089947656
regular-language,0,1,3,14,13,13,29,35,24,49,35,42,26,47,64,42,54,57,35,50,49,53,15,topic_190,0.06405847
fosrestbundle,0,0,0,0,0,0,1,2,19,38,44,62,62,83,63,98,86,59,42,44,34,24,9,topic_802,0.01353575
electron-packager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,46,43,62,38,topic_728,0.0027293046
visualsvn,16,30,29,30,28,35,33,33,22,30,25,13,19,14,13,11,13,14,12,14,2,5,2,topic_765,0.04964298
ribbon,13,25,35,43,97,92,104,97,116,99,100,104,74,96,67,62,56,60,34,40,43,44,16,topic_787,0.07288503
dotnetnuke-module,2,8,14,8,16,20,18,25,23,37,43,27,18,13,10,29,44,14,0,0,0,0,0,topic_54,0.030665543
topic-modeling,0,0,0,0,2,2,4,9,12,23,12,31,33,36,34,34,34,54,64,55,84,75,25,topic_511,0.036722325
youtube-dl,0,0,0,0,0,1,1,2,5,9,10,13,19,38,30,37,40,38,49,51,56,59,35,topic_114,0.07663316
nsurlrequest,1,1,12,28,35,53,71,104,78,97,92,99,66,69,59,61,51,23,20,20,13,13,3,topic_758,0.0035167392
autoplay,1,3,0,2,9,19,18,16,25,29,34,27,24,36,26,25,23,21,30,55,47,47,11,topic_482,0.016092308
knife,0,0,0,0,0,0,0,0,3,31,45,62,54,57,43,36,49,39,19,22,12,13,4,topic_560,0.020109689
documentation-generation,7,23,41,47,45,56,39,35,42,34,31,41,44,42,28,23,14,26,33,20,37,27,10,topic_11,0.028377498
squeak,4,19,13,20,12,33,21,17,19,37,11,16,30,21,17,28,8,11,17,12,2,3,7,topic_930,0.017556246
dc.js,0,0,0,0,0,0,0,0,0,22,35,161,156,141,154,144,150,175,105,124,112,86,21,topic_863,0.15137878
jquery-cookie,0,0,0,2,3,5,10,19,28,28,55,42,26,18,12,11,11,11,7,11,8,6,0,topic_341,0.03996367
ui-testing,1,1,5,0,1,5,8,15,13,12,18,13,15,39,92,85,56,59,46,44,39,70,17,topic_490,0.016326634
google-cloud-dataproc,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,73,80,68,102,109,103,118,30,topic_749,0.022674328
frame,5,14,39,59,64,146,195,243,275,257,223,244,190,180,161,129,112,131,114,106,94,103,33,topic_665,0.14722997
recursive-query,4,0,5,11,24,48,39,33,45,54,57,63,57,71,84,76,72,89,76,66,80,81,17,topic_548,0.002229843
ftp-client,1,1,7,10,11,23,29,51,43,58,34,51,40,52,37,40,29,33,30,30,29,28,12,topic_883,0.0192423
csvhelper,0,0,0,0,0,1,1,1,2,4,8,24,18,15,16,23,24,20,31,33,41,79,27,topic_825,0.013221635
image-resizing,1,1,9,17,30,43,60,117,145,184,165,85,64,92,119,111,104,101,88,83,65,77,27,topic_611,0.13271306
tinyxml,4,4,2,11,15,20,16,22,14,14,18,14,21,11,3,5,4,3,3,3,2,2,0,topic_725,0.023502568
random,108,210,285,433,557,845,832,1096,1227,1559,1779,2063,1697,1814,1778,1718,1452,1604,1491,1345,1224,1129,314,topic_827,0.53047407
typoscript,0,0,3,0,6,12,47,87,86,106,123,84,101,90,68,81,143,110,107,97,83,92,34,topic_129,0.074519575
filenet-p8,0,0,3,2,1,3,5,1,4,8,16,14,12,17,22,21,9,12,18,12,10,18,9,topic_820,0.02015784
tabpage,1,4,8,14,20,14,18,12,17,18,19,26,10,16,15,14,15,9,9,9,12,10,1,topic_831,0.012826838
web-applications,306,525,631,794,1060,1313,1257,988,1845,1985,1024,933,708,758,749,690,610,609,610,512,678,695,213,topic_695,0.5708093
json,167,532,1022,1692,2655,4720,5959,8284,9447,12430,14564,17684,16331,18579,19734,21512,19901,21362,19401,16817,15755,15977,5450,topic_891,1.0
weak-references,12,16,25,23,23,31,54,53,64,65,69,72,34,59,52,59,53,44,33,46,36,25,16,topic_639,0.0382224
yarnpkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,163,254,316,332,339,122,topic_164,0.040089592
highlighting,10,18,43,51,58,71,88,61,61,81,63,47,33,48,34,32,25,24,26,18,2,0,0,topic_292,0.029556487
class,157,452,820,1246,1386,2132,2371,2873,3407,4244,4394,4541,3645,3861,3441,3500,2922,3113,2837,2849,2790,2664,940,topic_619,0.83363146
reporting,73,143,120,164,176,198,184,189,190,230,202,165,133,141,137,148,119,116,114,89,111,111,48,topic_985,0.10547537
artificial-intelligence,34,72,115,141,164,229,208,242,273,275,243,288,205,278,239,300,312,372,329,354,365,414,144,topic_104,0.33434996
google-maps,65,196,441,918,1211,1751,2106,3118,3121,3892,4258,4514,3664,4348,4224,4608,3957,3926,3245,2619,2150,1860,733,topic_303,0.6846098
hierarchical-data,5,30,49,64,75,80,78,70,73,70,80,61,74,62,92,84,70,103,86,82,80,65,25,topic_711,0.046765838
one-to-one,4,9,14,25,29,51,52,64,67,71,72,64,82,62,54,60,63,71,65,53,54,59,13,topic_659,0.014640712
counter,2,4,28,54,53,117,104,135,168,248,291,257,260,271,252,260,257,236,218,249,258,155,54,topic_562,0.16978766
itext,7,38,55,58,95,205,193,231,288,384,389,500,423,502,456,413,730,706,627,592,509,509,169,topic_938,0.34673193
google-api,6,10,24,74,117,163,260,404,534,610,723,896,918,1059,976,993,980,1251,904,1120,1087,1155,358,topic_87,0.5306589
google-data-studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,68,110,169,209,91,topic_446,0.052811697
replaceall,0,0,4,4,8,7,17,20,28,25,33,38,51,57,44,57,32,48,40,36,25,22,10,topic_161,0.024241691
antialiasing,6,16,28,29,37,59,58,46,53,60,60,59,42,38,38,42,34,26,25,25,21,24,11,topic_919,0.05870317
redmine,5,14,14,27,48,85,100,134,164,133,138,141,120,101,101,101,83,76,69,52,45,56,11,topic_655,0.06559334
jsni,1,0,2,5,11,17,37,49,40,51,29,34,18,19,8,13,8,4,8,3,4,6,2,topic_826,0.019249074
node-mongodb-native,0,0,0,0,0,0,0,0,32,56,53,46,66,33,22,21,15,7,16,20,14,16,9,topic_462,0.012194063
publish,13,23,28,59,51,116,112,127,155,134,142,169,151,144,147,157,116,123,143,135,139,137,54,topic_281,0.056882318
android-listfragment,0,0,0,0,0,0,1,45,130,188,162,167,120,110,90,54,29,26,17,14,6,5,1,topic_235,0.05854976
powerbuilder,11,17,36,54,33,57,55,68,82,75,70,74,54,55,60,60,74,69,44,43,40,43,11,topic_988,0.029353963
xamarin.forms,0,0,0,0,0,0,0,0,0,0,0,51,404,521,633,1431,2292,2593,3134,3092,3095,3007,971,topic_505,0.79022044
string-length,2,3,4,3,11,12,17,19,30,39,55,48,53,47,46,68,64,47,46,39,43,45,11,topic_6,0.058263786
uibutton,0,39,87,219,289,514,541,614,744,772,762,702,722,721,754,692,543,469,407,333,300,275,74,topic_526,0.37863207
assign,0,0,2,1,3,20,30,42,45,85,72,93,79,89,72,90,94,87,61,66,72,73,20,topic_431,0.13662958
jbpm,3,10,12,8,24,29,28,38,54,68,68,94,112,160,64,73,60,42,61,37,46,71,33,topic_829,0.021779714
openldap,2,12,10,20,21,32,36,48,69,71,92,97,78,103,102,108,89,84,96,71,112,96,24,topic_603,0.042974237
bytecode-manipulation,0,4,2,10,17,18,5,15,17,21,24,18,8,29,27,17,19,12,15,18,13,12,3,topic_587,0.017215326
ipod,2,8,25,24,47,98,69,59,66,24,18,22,11,12,8,4,4,8,0,2,2,1,0,topic_409,0.0205748
system.reactive,0,0,20,63,90,130,157,196,143,206,208,176,198,195,199,188,169,192,155,125,97,99,36,topic_211,0.05667525
criteria-api,0,0,4,23,41,44,59,81,86,91,78,52,76,50,53,61,60,42,46,56,67,84,28,topic_227,0.03917457
windows-10-iot-core,0,0,0,0,0,0,0,0,0,0,0,0,0,14,119,111,106,84,105,60,65,54,13,topic_429,0.03071066
datatable,57,163,244,270,296,519,454,695,856,975,1078,1116,1071,1177,1050,1183,1068,1031,994,905,978,1017,335,topic_549,0.51945704
elasticsearch,0,0,0,1,2,25,73,232,489,797,1022,1789,2118,3019,3420,4012,3486,3835,3303,3215,3736,3973,1422,topic_614,0.5017892
oci,3,8,5,5,6,32,32,38,27,12,34,56,41,48,43,29,32,21,25,26,33,24,12,topic_16,0.08956362
sklearn-pandas,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,27,62,105,102,101,112,160,38,topic_821,0.031389736
drag,0,10,38,37,54,85,100,104,118,114,112,107,125,126,103,111,78,81,65,56,74,67,29,topic_171,0.22585532
twos-complement,0,2,4,9,15,17,14,13,20,39,35,36,43,29,41,32,29,22,29,25,33,24,3,topic_897,0.009061293
dispatcher,4,13,26,44,55,66,80,84,79,78,69,75,90,58,51,55,51,31,41,33,29,34,7,topic_683,0.045492373
google-login,0,0,0,3,3,1,4,7,7,12,18,46,50,65,69,89,60,79,70,65,80,76,40,topic_871,0.017311106
ocr,12,30,43,62,66,129,130,179,171,173,173,203,168,237,202,225,221,299,293,279,335,402,143,topic_797,0.24989513
ocaml,19,39,80,71,130,188,213,281,242,410,327,412,335,446,343,362,318,320,314,282,320,301,46,topic_436,0.117795356
client-side-validation,1,2,4,9,16,39,51,43,51,51,31,30,29,27,14,22,22,19,6,9,7,7,1,topic_744,0.01630763
metal,0,0,0,0,0,0,0,0,0,0,0,5,17,59,77,114,138,130,122,140,245,210,62,topic_526,0.047078215
backgroundworker,13,59,80,130,131,190,202,211,237,248,257,233,185,170,143,133,126,93,98,67,66,52,14,topic_167,0.12008432
ruby-on-rails-2,0,3,3,7,10,30,61,82,69,100,141,55,48,32,20,22,17,7,12,13,4,6,0,topic_137,0.0022383935
datepicker,12,51,125,210,237,310,381,527,654,730,1005,1045,1008,1068,1060,1051,954,937,839,679,602,521,186,topic_415,0.75023794
ruby-on-rails-4,1,1,1,0,2,1,2,2,6,384,3849,6202,5269,5189,5140,4382,2370,1291,854,592,452,331,81,topic_336,0.6711227
reinterpret-cast,1,0,4,6,10,15,20,16,19,19,20,26,24,28,23,20,29,19,19,22,23,27,8,topic_432,0.04527128
ruby-on-rails-3,1,1,1,225,2257,7424,7952,8634,8333,7850,4488,2580,1489,1145,1009,792,498,429,298,241,197,148,40,topic_342,0.7121684
react-animated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,27,34,32,42,9,topic_641,0.0022620547
ruby-on-rails-5,0,0,0,0,0,1,0,0,0,0,1,0,0,3,25,311,1154,1346,1178,1032,1300,1030,400,topic_941,0.44029218
mechanize,3,10,48,80,90,105,174,196,177,197,228,201,159,167,149,139,96,76,56,45,33,33,16,topic_177,0.15598588
ode,0,0,1,1,3,9,9,10,25,58,38,72,65,101,69,79,73,91,82,87,79,124,31,topic_655,0.039869756
background-process,4,10,17,22,41,61,95,138,161,198,194,188,158,172,156,168,127,140,105,109,120,98,36,topic_380,0.06087399
sapui5,0,0,0,0,0,0,0,1,0,7,41,199,350,435,375,583,565,725,567,534,616,549,168,topic_86,0.4090844
react-rails,0,0,0,0,0,0,0,0,0,0,0,0,1,15,30,51,26,27,20,17,14,17,11,topic_852,0.0064801686
jspm,0,0,0,0,0,0,0,0,0,0,0,0,1,46,120,186,104,45,14,13,4,3,3,topic_506,0.021830669
google-cloud-messaging,0,0,0,0,1,0,2,10,500,501,556,624,606,716,1045,1202,628,286,173,147,103,119,23,topic_871,0.14932117
python-requests,0,0,0,1,0,1,14,64,112,182,269,329,457,493,630,688,663,891,1051,1162,1268,1536,576,topic_513,0.18736352
react-redux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374,1016,1715,1965,1832,2050,2055,749,topic_421,0.3018364
escaping,47,118,199,234,279,399,405,446,481,480,469,466,415,409,409,343,363,342,277,285,260,265,90,topic_343,0.40256312
angular-http,0,0,0,0,0,0,0,0,5,6,20,38,55,72,60,81,83,133,150,92,56,47,5,topic_770,0.0033880784
elementor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,14,24,53,105,56,topic_128,0.012938908
google-kubernetes-engine,0,0,0,0,0,0,0,0,0,0,0,0,19,53,130,176,188,236,264,394,582,630,226,topic_458,0.03907031
shiny-reactivity,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,6,18,17,17,90,122,37,topic_549,0.009157998
pyopenssl,1,0,1,3,0,12,2,14,9,8,11,14,19,20,21,21,59,48,39,22,20,21,8,topic_149,0.02436118
git-bash,1,1,0,0,3,6,11,35,40,52,57,77,73,102,137,144,147,179,151,180,195,233,92,topic_735,0.20079857
google-sites,1,0,6,6,5,11,7,31,78,55,49,56,59,34,30,20,28,31,22,24,18,28,13,topic_325,0.027964618
typescript1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,120,5,6,1,4,5,0,topic_295,0.027146406
stringr,0,0,0,0,0,0,0,1,7,11,11,19,23,34,53,70,69,71,132,175,138,174,46,topic_868,0.041051622
roboguice,0,0,0,1,3,12,23,33,43,39,30,28,40,38,15,18,6,1,0,0,0,1,0,topic_45,0.040582597
camera,13,34,85,152,247,448,539,652,713,830,782,963,858,922,806,795,741,733,610,490,463,483,165,topic_28,0.19422552
feathersjs,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,20,59,113,114,83,89,100,34,topic_816,0.0068793134
infinite-scroll,0,0,0,0,0,13,33,96,112,116,106,148,103,114,135,96,115,110,104,87,93,84,32,topic_663,0.13334385
raster,2,6,5,7,11,19,21,35,30,102,91,102,103,136,143,171,126,146,148,205,191,182,81,topic_796,0.101469286
jsse,4,3,2,3,2,10,11,15,23,28,15,14,11,13,17,19,17,18,7,18,10,9,5,topic_197,0.022913117
modernizr,0,0,1,0,3,42,71,63,102,124,81,86,66,46,51,39,32,23,21,12,12,11,1,topic_959,0.058102768
draw,3,12,18,47,55,146,157,193,207,204,213,295,206,204,173,152,140,148,106,102,108,93,33,topic_536,0.30900317
android-fragments,0,0,0,0,0,143,352,695,1131,1608,2622,3880,3604,3662,3885,4086,3202,2927,2431,1812,1759,1587,472,topic_600,0.82717055
rabbitmq,1,4,16,46,80,119,155,246,309,326,380,526,548,687,685,740,722,766,761,733,852,877,334,topic_982,0.5517933
visual-sourcesafe,66,92,89,78,50,49,32,39,37,30,31,16,25,16,15,15,8,4,11,3,8,6,2,topic_893,0.050667796
clang,1,9,17,30,40,91,156,281,330,407,434,549,477,449,508,472,452,392,385,400,441,441,163,topic_620,0.38214928
overlapping,0,0,0,1,11,18,35,40,50,78,66,58,40,53,35,43,22,40,29,36,30,24,5,topic_782,0.067395434
perl6,3,2,4,9,13,14,5,4,4,3,3,2,6,21,28,89,69,99,166,205,162,210,53,topic_992,0.039047364
google-places,0,0,0,0,0,1,0,18,33,41,18,26,25,44,37,68,63,79,54,52,54,102,30,topic_569,0.022928674
synchronized,4,10,23,35,33,55,65,97,103,121,116,108,93,85,113,89,73,83,55,57,82,67,19,topic_284,0.10327933
json-api,0,0,0,0,0,0,0,0,0,1,1,5,17,24,79,82,80,66,47,48,39,47,16,topic_543,0.01235237
plsqldeveloper,0,1,3,16,17,14,30,44,79,93,79,92,72,79,81,78,80,72,78,79,91,56,23,topic_556,0.07381205
querydsl,0,0,0,2,1,5,11,23,31,52,56,76,99,120,115,138,110,103,99,123,128,103,41,topic_454,0.07298786
datomic,0,0,0,0,0,0,0,6,7,26,27,30,43,33,26,36,31,36,23,12,14,9,2,topic_206,0.014656841
