topic_0
okhttp: 0.13566826283931732; 
 validationattribute: 4.641273476657659e-10; 
 concurrentdictionary: 1.9201031042914707e-10; 
 web-farm: 1.1053432339347066e-13; 
 asp.net-mvc-validation: 4.9541510352630116e-14; 
 validationsummary: 3.866306875214198e-15; 
 modelbinders: 1.5758942104547851e-15; 
 persistent-connection: 1.5355077854088185e-15; 
 katana: 4.885911562285011e-16; 
 blazor-server-side: 2.3886082943620974e-16; 
 long-polling: 2.319778397068213e-16; 
 service-broker: 1.3316594069545e-16; 
 topic_1745
meteor: 0.9257045984268188; 
 iron-router: 0.054229892790317535; 
 meteor-react: 0.006251001730561256; 
 mars-simulator: 0.006109154317528009; 
 nios: 0.004320064093917608; 
 mongo-c-driver: 0.003336776979267597; 
 minimongo: 4.643984357244335e-05; 
 meteor-publications: 1.1593497220019344e-06; 
 meteorite: 5.525887445401167e-07; 
 meteor-autoform: 2.4211334448409616e-07; 
 meteor-blaze: 3.867857856221235e-08; 
 meteor-accounts: 1.2208003496994024e-08; 
 spacebars: 1.5178862611264776e-09; 
 meteor-helper: 1.1440713931776259e-09; 
 meteor-up: 8.201367918125868e-10; 
 collectionfs: 2.8950059016707996e-10; 
 ddp: 1.1496412155587166e-10; 
 simple-schema: 6.437471389286742e-11; 
 flow-router: 3.439939305627249e-11; 
 angular-meteor: 1.3232958132047834e-11; 
 topic_1746
ldap: 0.7434816956520081; 
 anonymous-function: 0.1387842744588852; 
 symfony-2.8: 0.04288579896092415; 
 ldap-query: 0.0383593887090683; 
 formcollection: 0.01334906741976738; 
 payum: 0.011814690195024014; 
 filelist: 0.010280316695570946; 
 ldif: 0.000995352165773511; 
 spring-ldap: 4.6210025175241753e-05; 
 ldapconnection: 2.893330474762479e-06; 
 unboundid-ldap-sdk: 1.5920110740808013e-07; 
 active-directory: 1.016548907273318e-07; 
 opendj: 4.718798152225645e-08; 
 apacheds: 1.1047937675812136e-08; 
 openldap: 3.0440148179877724e-09; 
 spring-security-ldap: 9.368437137169394e-10; 
 python-ldap: 7.459209361293517e-10; 
 directoryservices: 5.056167151629154e-10; 
 tivoli: 1.9226348291212503e-10; 
 principalcontext: 2.973720575338845e-11; 
 topic_1747
wkwebview: 0.35636669397354126; 
 uistackview: 0.1460016816854477; 
 health-kit: 0.11730287969112396; 
 ios-charts: 0.09933129698038101; 
 castle-activerecord: 0.06547785550355911; 
 xcode10.1: 0.02939537726342678; 
 grub: 0.0278629157692194; 
 uivisualeffectview: 0.026887714862823486; 
 ios9.3: 0.024797994643449783; 
 mfi: 0.02479780837893486; 
 uiblureffect: 0.024101421236991882; 
 replaykit: 0.02242964692413807; 
 usernotifications: 0.020479243248701096; 
 wkwebviewconfiguration: 0.01476734597235918; 
 unusernotificationcenter: 9.775357057151268e-08; 
 stackview: 4.6023491684366036e-09; 
 sfsafariviewcontroller: 2.140032595576713e-09; 
 airprint: 5.390004553795791e-10; 
 disk-partitioning: 2.7450366979486773e-10; 
 xcode7.1: 6.1506858634041706e-12; 
 topic_1748
celery: 0.5962246060371399; 
 django-celery: 0.12018567323684692; 
 formbuilder: 0.0645086020231247; 
 celery-task: 0.04434966668486595; 
 fsm: 0.04137382283806801; 
 negative-lookahead: 0.029086463153362274; 
 detailview: 0.022846797481179237; 
 textwrangler: 0.016991104930639267; 
 spring-portlet-mvc: 0.016983846202492714; 
 bash-trap: 0.012479343451559544; 
 djcelery: 0.011615317314863205; 
 flower: 0.011231409385800362; 
 sparkling-water: 0.010556592606008053; 
 celeryd: 0.0011506020091474056; 
 celerybeat: 0.0003810825292021036; 
 kombu: 2.6899184376816265e-05; 
 eventlet: 7.49549917600234e-06; 
 periodic-task: 6.327454116217268e-07; 
 bbedit: 1.2858356740474974e-11; 
 word-boundary: 2.2702846547151267e-12; 
 topic_1749
version: 0.35589656233787537; 
 block: 0.23663373291492462; 
 google-api-client: 0.0975404679775238; 
 malware: 0.046177562326192856; 
 freebase: 0.045056406408548355; 
 service-accounts: 0.04484619200229645; 
 clickable: 0.04295424371957779; 
 integrate: 0.025926703587174416; 
 emoticons: 0.01976035349071026; 
 password-recovery: 0.0184289813041687; 
 pitch: 0.015275733545422554; 
 page-title: 0.014575012028217316; 
 mql: 0.014434867538511753; 
 remap: 0.014294723980128765; 
 sample-rate: 0.008198442868888378; 
 malware-detection: 1.728284537705349e-08; 
 google-api-ruby-client: 1.0739433342621396e-08; 
 forgot-password: 6.6297434209161565e-09; 
 google-api-php-client: 4.6411055554251845e-11; 
 google-directory-api: 8.649530744420098e-12; 
 topic_1750
uinavigationcontroller: 0.5956882238388062; 
 uinavigationbar: 0.31494104862213135; 
 size-classes: 0.028448430821299553; 
 uistatusbar: 0.023595476523041725; 
 viewwillappear: 0.015444094315171242; 
 rootview: 0.00753047177568078; 
 popviewcontroller: 0.00747468788176775; 
 auto-rotation: 0.006861095782369375; 
 uinavigationitem: 1.542522295494564e-05; 
 rightbarbuttonitem: 9.548714388074586e-07; 
 uitabbarcontroller: 1.7892670456376436e-08; 
 uisearchcontroller: 1.1198689087166258e-08; 
 pushviewcontroller: 6.949472108885857e-09; 
 presentmodalviewcontroller: 6.763566151590794e-09; 
 ecslidingviewcontroller: 4.347576521013252e-09; 
 uibarbuttonitem: 1.3919900787584538e-09; 
 swrevealviewcontroller: 3.2969565966212144e-10; 
 uicontainerview: 3.220721189745035e-10; 
 back-button: 1.379679565038927e-10; 
 navigationcontroller: 1.3771973839116214e-10; 
 topic_1751
pivot: 0.4246484339237213; 
 real-time: 0.22416964173316956; 
 excel-2007: 0.20013293623924255; 
 cells: 0.04911096394062042; 
 openoffice-calc: 0.031011326238512993; 
 uipath: 0.014781194739043713; 
 column-width: 0.012738876044750214; 
 ceil: 0.012507368810474873; 
 ms-query: 0.008646296337246895; 
 crf: 0.008473305962979794; 
 time-and-attendance: 0.006917037069797516; 
 omnicomplete: 0.00680170301347971; 
 excel-2003: 6.0794413002440706e-05; 
 spreadsheetgear: 9.8970309725388e-10; 
 named-ranges: 5.131967073523924e-10; 
 crosstab: 4.89633125710931e-11; 
 conditional-formatting: 1.0638685245256685e-11; 
 unpivot: 4.404723547707379e-12; 
 slicers: 1.338216755290833e-12; 
 pivotviewer: 2.650065225855841e-13; 
 topic_1752
windows-8: 0.5406275987625122; 
 winrt-xaml: 0.20395950973033905; 
 microsoft-metro: 0.20362983644008636; 
 windows-store: 0.039591655135154724; 
 white: 0.012191087007522583; 
 appbar: 2.3576501462230226e-07; 
 winrt-xaml-toolkit: 2.955618805255966e-10; 
 visual-studio-2012: 1.179393943617768e-10; 
 live-tile: 5.0210422625207585e-11; 
 windows-rt: 2.7728073309640777e-11; 
 windows-8.1-universal: 1.377326811630164e-11; 
 smooth-streaming: 1.2722732589676156e-11; 
 winrt-async: 1.1821840381620596e-11; 
 bing-maps: 8.805446823079155e-12; 
 sideloading: 5.2665385073813464e-12; 
 live-sdk: 2.018101180958909e-12; 
 flipview: 1.8068657464329063e-12; 
 appx: 1.6296367467277806e-12; 
 modern-ui: 3.6351040992414763e-13; 
 storagefile: 2.989909752074138e-13; 
 topic_1753
map: 0.612985372543335; 
 std: 0.25253748893737793; 
 rvalue: 0.03413769230246544; 
 zurb-foundation-6: 0.033658385276794434; 
 lvalue: 0.03311966732144356; 
 weak-ptr: 0.013743920251727104; 
 accumulate: 0.012216271832585335; 
 .a: 0.007601215038448572; 
 pre-increment: 1.0789762139307157e-10; 
 chrono: 3.939615994541512e-11; 
 stdmap: 7.253186766476016e-12; 
 tile: 8.21588673829976e-13; 
 perfect-forwarding: 9.000776232464484e-15; 
 stdbind: 2.585273727544581e-15; 
 cout: 1.6614300326882477e-15; 
 object-lifetime: 2.835516906316655e-16; 
 bing: 2.1827959641404515e-16; 
 unordered-set: 1.4082118624471796e-16; 
 topic_1754
android-intent: 0.8627045750617981; 
 adt: 0.07505732774734497; 
 facebook-android-sdk: 0.05468408390879631; 
 image-editing: 0.004091959446668625; 
 tasker: 0.0034557897597551346; 
 extras: 6.279550689214375e-06; 
 intentfilter: 1.7308217081790644e-08; 
 eclipse-adt: 1.3614857019561555e-09; 
 android-task: 4.855740809439624e-10; 
 start-activity: 1.087573850422352e-10; 
 android-bundle: 5.4602804916425995e-11; 
 activity-stack: 1.0645850520574207e-11; 
 extra: 5.575551739050999e-12; 
 startactivityforresult: 3.299849326079962e-12; 
 android-broadcast: 1.4374374086856267e-12; 
 onactivityresult: 2.3736985684322254e-13; 
 applinks: 1.924984016589068e-13; 
 facebook-sdk-3.0: 1.6834897733665477e-13; 
 parcelable: 1.29419505711173e-13; 
 storage-access-framework: 1.247186083791832e-13; 
 topic_1755
java: 0.9933425784111023; 
 biginteger: 0.00601815152913332; 
 json-simple: 0.000639289035461843; 
 libgdx: 1.940271436627703e-14; 
 jcreator: 4.580530773811418e-16; 
 classcastexception: 1.5121657014346377e-16; 
 topic_1756
validation: 0.9960871934890747; 
 mplayer: 0.003912818152457476; 
 idataerrorinfo: 6.559217752277746e-11; 
 validationattribute: 1.1557848862003839e-12; 
 xval: 5.021204264009371e-13; 
 validationrules: 3.983996563639708e-13; 
 onsubmit: 1.877943872456711e-13; 
 validationsummary: 9.268417467973161e-15; 
 models: 3.9532586188981145e-15; 
 model-validation: 1.8227729743603652e-15; 
 validationerror: 1.457122191799603e-15; 
 stripes: 1.3784405601753222e-15; 
 bootstrapvalidator: 3.484995300491651e-16; 
 requiredfieldvalidator: 3.2993124435637075e-16; 
 schematron: 3.001568186505204e-16; 
 custom-validators: 1.9775001916677327e-16; 
 topic_1757
jenkins-pipeline: 0.47579681873321533; 
 uibarbuttonitem: 0.15869392454624176; 
 uitoolbar: 0.08917630463838577; 
 uinavigationitem: 0.07619031518697739; 
 cllocation: 0.05413258075714111; 
 pushviewcontroller: 0.04814950376749039; 
 jenkins-groovy: 0.046574775129556656; 
 uiappearance: 0.029203101992607117; 
 doctrine-query: 0.022080330178141594; 
 jenkins-2: 1.0897173297053087e-06; 
 multibranch-pipeline: 6.112506412137009e-07; 
 jenkins-plugins: 3.9641531657252926e-07; 
 jenkins-declarative-pipeline: 1.1802160315710353e-07; 
 rightbarbuttonitem: 3.843926776880835e-08; 
 jenkins-blueocean: 3.606518816923199e-08; 
 popviewcontroller: 5.511991751916412e-09; 
 jenkins-cli: 3.01407832026257e-09; 
 tintcolor: 5.992185081460377e-10; 
 back-button: 3.5001565534820145e-10; 
 jenkins-workflow: 6.11382680593131e-11; 
 topic_1758
asp-classic: 0.4757041335105896; 
 upgrade: 0.14858503639698029; 
 apache-nifi: 0.10415561497211456; 
 smartgwt: 0.0549137182533741; 
 webpack-4: 0.04593299329280853; 
 zabbix: 0.0373825840651989; 
 bootstrapper: 0.025736909359693527; 
 burn: 0.02422581985592842; 
 universal-analytics: 0.02079053595662117; 
 jsni: 0.015855370089411736; 
 splunk-query: 0.008421823382377625; 
 revel: 0.00816386379301548; 
 envoyproxy: 0.0076049333438277245; 
 docker-api: 0.005285114515572786; 
 nscolor: 0.005069011356681585; 
 wix3.11: 0.004382781684398651; 
 wix3.9: 0.004338434431701899; 
 visualworks: 0.003442777320742607; 
 listgrid: 8.529516890121158e-06; 
 wix3.8: 3.146387317354282e-10; 
 topic_1759
file-handling: 0.5031309723854065; 
 spring-hateoas: 0.16553226113319397; 
 android-instrumentation: 0.10481894761323929; 
 android-studio-2.0: 0.09256738424301147; 
 memory-efficient: 0.08684998750686646; 
 fragmentation: 0.04710046201944351; 
 coding-efficiency: 3.7443872002995704e-08; 
 filehandle: 4.1201038136762236e-09; 
 hypermedia: 9.395510411347452e-12; 
 android-instant-run: 8.90035614653506e-12; 
 read-write: 7.53983854517859e-12; 
 rebuild: 4.489769667159749e-12; 
 file-manipulation: 2.48690196040513e-12; 
 int32: 3.2441079987274857e-13; 
 data-files: 2.624897911876478e-13; 
 spoon: 1.1125919386094016e-13; 
 file-pointer: 3.054152118925693e-14; 
 elapsedtime: 3.842434522145256e-15; 
 nsfilehandle: 2.295468392663337e-15; 
 traceback: 1.5138949986057961e-15; 
 topic_1760
resharper: 0.3621842861175537; 
 marshalling: 0.25561729073524475; 
 html-agility-pack: 0.2470887452363968; 
 flat-file: 0.05730864778161049; 
 2sxc: 0.028215941041707993; 
 vsx: 0.027578270062804222; 
 c#-to-vb.net: 0.021998869255185127; 
 resharper-8.0: 7.1971949182625394e-06; 
 safearray: 7.198538014563383e-07; 
 intptr: 4.3418886264134926e-08; 
 visual-studio-sdk: 2.5273948267567903e-08; 
 live-templates: 9.442511217372385e-10; 
 unmarshalling: 4.324209323947059e-10; 
 mspec: 4.289085059339115e-11; 
 stylecop: 2.7048602940782374e-11; 
 castor: 5.324780547044661e-12; 
 selectnodes: 3.5672946801373895e-12; 
 pinvoke: 2.413188138900013e-12; 
 dotcover: 8.388166463507707e-13; 
 vspackage: 5.586032396191765e-13; 
 topic_1761
sms: 0.512820303440094; 
 device: 0.20365270972251892; 
 mms: 0.041058413684368134; 
 drm: 0.03479905426502228; 
 firebase-console: 0.027790604159235954; 
 vibration: 0.027123887091875076; 
 receiver: 0.024143241345882416; 
 fragment-tab-host: 0.0221313014626503; 
 setting: 0.020566463470458984; 
 contentobserver: 0.019148845225572586; 
 android-mvvm: 0.018847843632102013; 
 lte: 0.016691623255610466; 
 equalizer: 0.012742266058921814; 
 tail-call-optimization: 0.010953876189887524; 
 oncreateoptionsmenu: 0.0075261336751282215; 
 pdu: 2.7846206194226397e-06; 
 kannel: 4.0161990000342485e-07; 
 smsmanager: 2.1244161985123355e-07; 
 wma: 1.5063612579524488e-08; 
 wap: 1.3569517953726518e-08; 
 topic_1762
output-buffering: 0.3601895868778229; 
 postal-code: 0.32360783219337463; 
 sharethis: 0.15852093696594238; 
 vote: 0.15758293867111206; 
 zipcode: 9.861872968031093e-05; 
 ob-start: 1.6004053193796608e-08; 
 street-address: 1.418407502562502e-09; 
 phpinfo: 2.2978526633549157e-13; 
 getscript: 1.959375925939845e-14; 
 buffering: 1.1476474813336933e-14; 
 city: 8.399341758815989e-16; 
 topic_1763
collections: 0.7145828604698181; 
 guava: 0.11170171201229095; 
 comparator: 0.07400152832269669; 
 priority-queue: 0.06969702988862991; 
 pdftk: 0.0146352993324399; 
 xa: 0.010324276983737946; 
 default-method: 0.00505729578435421; 
 models: 2.0096625101898025e-13; 
 binary-heap: 1.8637650830207603e-13; 
 treeset: 1.1291603773961462e-13; 
 fdf: 8.760361007572812e-14; 
 laravel-collection: 7.398147036392216e-14; 
 icomparer: 7.3422096581819e-14; 
 ilist: 6.66943917085848e-14; 
 min-heap: 5.289608947254068e-14; 
 comparable: 3.66934638869245e-14; 
 sortedset: 5.039364497932573e-15; 
 scjp: 2.1302683805867785e-15; 
 distributed-transactions: 1.4712552541618963e-15; 
 in-memory: 1.447843687016261e-15; 
 topic_1764
xmlreader: 0.1575174629688263; 
 ria: 0.1310061514377594; 
 git-flow: 0.1296108216047287; 
 git-log: 0.1072855144739151; 
 dynamics-crm-2016: 0.09860342741012573; 
 dynamics-365: 0.09240197390317917; 
 xmlnode: 0.06930147856473923; 
 git-subtree: 0.06806118786334991; 
 fbx: 0.05054201930761337; 
 xrm: 0.02759655751287937; 
 refs: 0.01767420396208763; 
 kdiff3: 0.017519166693091393; 
 xmlnodelist: 0.016743982210755348; 
 selectnodes: 0.016123834997415543; 
 git-submodules: 7.996624844963662e-06; 
 dynamics-crm-webapi: 1.7426862086722394e-06; 
 wcf-ria-services: 1.2821728887502104e-06; 
 domainservices: 6.613453251702595e-07; 
 dynamics-crm-365: 4.86093540530419e-07; 
 xmldocument: 9.220718411029338e-09; 
 topic_1765
refresh: 0.47192731499671936; 
 reload: 0.23274806141853333; 
 page-refresh: 0.09167006611824036; 
 confirm: 0.07013066858053207; 
 bootstrap-datetimepicker: 0.06880359351634979; 
 eonasdan-datetimepicker: 0.02970600314438343; 
 wysihtml5: 0.017966516315937042; 
 bootstrapvalidator: 0.01704777404665947; 
 partial-page-refresh: 2.3770512225240736e-09; 
 back-button: 1.667926539071496e-12; 
 onsubmit: 1.007846041865823e-12; 
 rerender: 9.130756995759035e-14; 
 link-to: 1.5008090595487224e-14; 
 webpage-rendering: 2.8527250159148367e-15; 
 order-of-execution: 1.1357200927660503e-15; 
 browser-cache: 1.0810638095368088e-15; 
 enter: 1.2750112992800105e-16; 
 flickity: 1.2132520095133314e-16; 
 topic_1766
transactions: 0.7299715876579285; 
 spring-transactions: 0.07999838888645172; 
 powerpivot: 0.07780364155769348; 
 jta: 0.0574474036693573; 
 formulas: 0.042139068245887756; 
 invokelater: 0.006304245442152023; 
 swingutilities: 0.0062001487240195274; 
 dax: 0.00010809081140905619; 
 transactionscope: 2.3783928554621525e-05; 
 xa: 3.244512754463358e-06; 
 transaction-isolation: 1.6656140644499828e-07; 
 distributed-transactions: 1.3057433534413576e-07; 
 isolation: 1.172169987739835e-07; 
 rollback: 1.1295573187908303e-07; 
 isolation-level: 4.668929687312584e-09; 
 atomikos: 7.343433083839557e-10; 
 powerview: 4.792598540248605e-10; 
 transactionmanager: 4.22049929726942e-11; 
 propagation: 1.1480829308074814e-11; 
 slicers: 1.0054320223606972e-11; 
 topic_1767
git-clone: 0.3418043851852417; 
 git-tag: 0.15187077224254608; 
 operations: 0.11685294657945633; 
 qpid: 0.10962101072072983; 
 eclipse-rap: 0.07193878293037415; 
 bellman-ford: 0.060519926249980927; 
 ebcdic: 0.05937804654240608; 
 azure-java-sdk: 0.04681730642914772; 
 inlining: 0.04110787808895111; 
 git-remote: 8.190973312593997e-05; 
 git-push: 6.182833658385789e-06; 
 git-fetch: 5.980723472021054e-07; 
 git-bare: 1.6544699121823214e-07; 
 git-submodules: 7.281519742718956e-08; 
 azure-sdk: 4.857198376839733e-08; 
 atlassian-sourcetree: 5.912423328702232e-11; 
 libgit2: 5.5255591768776924e-11; 
 core.autocrlf: 1.0562227091212573e-12; 
 floyd-warshall: 5.23410904462035e-13; 
 bcd: 4.247673718836553e-14; 
 topic_1768
jsonp: 0.6022371649742126; 
 bootstrap-select: 0.07188665121793747; 
 onkeydown: 0.06651752442121506; 
 onkeyup: 0.062341537326574326; 
 bootbox: 0.0595078282058239; 
 bootstrap-popover: 0.04161073639988899; 
 spool: 0.03549589961767197; 
 bootstrap-selectpicker: 0.03266219422221184; 
 maskedinput: 0.027740491554141045; 
 enter: 3.758931013675415e-11; 
 onkeypress: 2.384930274101915e-11; 
 cross-site: 1.492361328915212e-13; 
 onbackpressed: 5.40648153687668e-14; 
 twitter-bootstrap-tooltip: 3.830577416136412e-14; 
 yql: 1.7726880008925132e-14; 
 onsubmit: 6.662714999806701e-15; 
 popper.js: 2.2641783603170526e-15; 
 topic_1769
redux: 0.7961184978485107; 
 immutable.js: 0.042934663593769073; 
 zk: 0.04231354594230652; 
 instanceof: 0.031560469418764114; 
 webpack-style-loader: 0.014672287739813328; 
 css-loader: 0.014169215224683285; 
 css-modules: 0.013431638479232788; 
 storybook: 0.010830715298652649; 
 reselect: 0.009161464869976044; 
 webpack-file-loader: 0.008151145651936531; 
 react-boilerplate: 0.007492214906960726; 
 zul: 0.004736011382192373; 
 java.util.calendar: 0.004386628977954388; 
 reducers: 4.1353840060764924e-05; 
 react-router-redux: 1.422265683004298e-07; 
 react-css-modules: 5.780049328052428e-09; 
 redux-observable: 1.5956946874950972e-09; 
 redux-thunk: 3.945147819539585e-10; 
 urlloader: 1.3572358514846172e-10; 
 sass-loader: 2.351674237288659e-11; 
 topic_1770
google-cloud-datastore: 0.599933385848999; 
 django-class-based-views: 0.1008729636669159; 
 task-queue: 0.05834808573126793; 
 django-tables2: 0.04360372945666313; 
 tableau-server: 0.04198544844985008; 
 mod-python: 0.025712715461850166; 
 f5: 0.02049824967980385; 
 contain: 0.019419394433498383; 
 ubuntu-13.10: 0.01879006065428257; 
 tableau-online: 0.018340539187192917; 
 django-email: 0.017711205407977104; 
 tableau-public: 0.016003018245100975; 
 code-golf: 0.012336240150034428; 
 tableau: 0.005486594513058662; 
 app-engine-ndb: 0.0009583407663740218; 
 create-view: 4.037477296936487e-10; 
 endpoints-proto-datastore: 3.43420500370506e-11; 
 datastore: 4.9016849607008695e-12; 
 django-filters: 2.498331402867038e-12; 
 bulkloader: 2.0122623185792055e-12; 
 topic_1771
uicollectionviewlayout: 0.25680628418922424; 
 rails-api: 0.12606854736804962; 
 json-api: 0.10739172250032425; 
 avplayerviewcontroller: 0.08404569327831268; 
 basex: 0.06634155660867691; 
 uidocumentinteraction: 0.06478521972894669; 
 http-response-codes: 0.05427950993180275; 
 uimenucontroller: 0.049999404698610306; 
 avplayeritem: 0.04513565078377724; 
 uicollectionreusableview: 0.03132258355617523; 
 media-type: 0.027042480185627937; 
 mpnowplayinginfocenter: 0.02431877702474594; 
 uicollectionviewflowlayout: 0.02217872440814972; 
 http-patch: 0.02023322321474552; 
 uicontrolevents: 0.019844068214297295; 
 avplayer: 0.0001050909049808979; 
 avplayerlayer: 8.922906272346154e-05; 
 active-model-serializers: 1.2231846994836815e-05; 
 avkit: 6.7220973232196e-10; 
 avqueueplayer: 1.1394025306588063e-10; 
 topic_1772
time: 0.8464676737785339; 
 google-api-php-client: 0.06378751993179321; 
 google-contacts-api: 0.035545721650123596; 
 hangout: 0.011985912919044495; 
 hevc: 0.008802155032753944; 
 server-side-includes: 0.008427594788372517; 
 google-people: 0.007978122681379318; 
 google-client: 0.007753387559205294; 
 envelope: 0.005281292833387852; 
 h.265: 0.003970268648117781; 
 elapsedtime: 3.4579747421048523e-07; 
 ssi: 1.6906279709516525e-09; 
 hour: 4.425023958365415e-10; 
 localtime: 4.671716485882271e-11; 
 time-format: 1.0782446116519573e-11; 
 time-t: 9.6110367928115e-12; 
 seconds: 5.259926175171792e-12; 
 ntp: 1.7408937789606393e-12; 
 ctime: 1.357670811712175e-12; 
 google-apis-explorer: 4.3292003011966007e-13; 
 topic_1773
jquery-ui-sortable: 0.28332507610321045; 
 greasemonkey: 0.22499597072601318; 
 getjson: 0.16529440879821777; 
 tampermonkey: 0.09023857116699219; 
 userscripts: 0.08354787528514862; 
 droppable: 0.048652928322553635; 
 watson: 0.04776081442832947; 
 stoppropagation: 0.02787788398563862; 
 tag-it: 0.017412954941391945; 
 select-menu: 0.010893501341342926; 
 event-bubbling: 2.25741075138286e-11; 
 watson-conversation: 1.3043951335722781e-11; 
 visual-recognition: 3.992444666967715e-13; 
 watson-discovery: 1.8094990024593305e-13; 
 watson-dialog: 1.7119124043687983e-13; 
 firefox4: 2.586291776443886e-14; 
 codepen: 4.518380366581344e-15; 
 pastebin: 4.123006562626718e-15; 
 e4x: 2.4858862696455503e-15; 
 local-files: 3.7872013035998163e-16; 
 topic_1774
groovy: 0.9284030199050903; 
 master-slave: 0.024966109544038773; 
 strategy-pattern: 0.021600773558020592; 
 cglib: 0.013304417952895164; 
 decoupling: 0.011700421571731567; 
 jenkins-groovy: 2.1325613488443196e-05; 
 soapui: 2.4342641609109705e-06; 
 groovyshell: 1.4470772384811426e-06; 
 groovy-console: 1.0346192347299166e-08; 
 httpbuilder: 2.2058457282980726e-09; 
 gpars: 2.435370238806911e-10; 
 ready-api: 1.466211353717828e-11; 
 jenkins-job-dsl: 4.9783506310407954e-12; 
 assertions: 1.4359013110476493e-12; 
 xmlslurper: 1.3935979106816099e-12; 
 template-method-pattern: 4.0423008907178315e-13; 
 griffon: 1.9665973222723204e-13; 
 grape: 1.878594529285474e-13; 
 katalon-studio: 4.4943059961544823e-14; 
 jenkins-2: 2.391713570086291e-14; 
 topic_1775
html-datalist: 0.623913049697876; 
 getimagedata: 0.376086950302124; 
 todataurl: 1.084467723955207e-10; 
 topic_1776
saas: 0.1840147078037262; 
 winston: 0.13045664131641388; 
 express-checkout: 0.1062825620174408; 
 dcg: 0.08898559957742691; 
 roku: 0.07752375304698944; 
 jcl: 0.06856097280979156; 
 brightscript: 0.06522832065820694; 
 import.io: 0.04147104173898697; 
 mining: 0.04126264154911041; 
 docker-for-mac: 0.035635918378829956; 
 vimdiff: 0.03417713940143585; 
 csv-import: 0.027508428320288658; 
 prolog-toplevel: 0.026049647480249405; 
 iso-prolog: 0.025424456223845482; 
 caddy: 0.025007661432027817; 
 prolog-dif: 0.02125651203095913; 
 scenegraph: 0.0011417502537369728; 
 mainframe: 1.1569296475499868e-05; 
 rexx: 4.786402314493898e-07; 
 bunyan: 1.6519510381840519e-07; 
 topic_1777
nspredicate: 0.26218289136886597; 
 powermock: 0.1612926870584488; 
 favicon: 0.1274825632572174; 
 google-maps-sdk-ios: 0.11707772314548492; 
 ios7.1: 0.05502372235059738; 
 core-data-migration: 0.04836837574839592; 
 uiapplication: 0.041994255036115646; 
 playn: 0.027183780446648598; 
 xcode5.1: 0.025402775034308434; 
 asciidoc: 0.023902980610728264; 
 asciidoctor: 0.02315308153629303; 
 homekit: 0.016497742384672165; 
 jmeter-maven-plugin: 0.016497498378157616; 
 background-fetch: 0.015935320407152176; 
 core-video: 0.015372888185083866; 
 corespotlight: 0.011342198587954044; 
 state-restoration: 0.011060986667871475; 
 powermockito: 0.00010684473818400875; 
 easymock: 9.399878763360903e-05; 
 ico: 2.59952103078831e-05; 
 topic_1778
exe: 0.5125055909156799; 
 speech: 0.10361264646053314; 
 google-speech-api: 0.08985058218240738; 
 antivirus: 0.07304494827985764; 
 portaudio: 0.050416890531778336; 
 pc: 0.042874209582805634; 
 winscp-net: 0.030037028715014458; 
 chilkat: 0.027391856536269188; 
 vst: 0.02474530041217804; 
 base-class-library: 0.02448064461350441; 
 xll: 0.021040121093392372; 
 false-positive: 1.3522719655156834e-07; 
 winscp: 2.0476269568803218e-08; 
 spreadsheetgear: 5.096446820118672e-09; 
 google-cloud-speech: 4.774247108763063e-10; 
 winrar: 6.901597349173727e-11; 
 asio: 4.3793326603980276e-11; 
 malware-detection: 3.722652828358486e-12; 
 cx-freeze: 2.620583654591724e-12; 
 msvc12: 2.031409112104865e-12; 
 topic_1779
oracle-adf: 0.27620232105255127; 
 jdeveloper: 0.183486208319664; 
 deep-copy: 0.15360018610954285; 
 return-type: 0.14915204048156738; 
 app-engine-flexible: 0.0475396066904068; 
 shallow-copy: 0.03822629153728485; 
 elastica: 0.03461217135190964; 
 pointer-to-member: 0.027939941734075546; 
 google-groups: 0.024047812446951866; 
 libreoffice-base: 0.01793072000145912; 
 elasticsearch-jdbc-river: 0.017236582934856415; 
 google-groups-api: 0.01598554104566574; 
 google-app-engine-php: 0.014039474539458752; 
 webcenter: 7.939181614347035e-07; 
 oracle-maf: 2.4699522782611893e-07; 
 foselasticabundle: 1.3173283575085293e-09; 
 copy-constructor: 4.806683939762024e-10; 
 libreoffice-basic: 4.1947248452522956e-10; 
 google-app-engine-python: 2.5414090970565795e-11; 
 backing-beans: 1.2596313749002608e-11; 
 topic_1780
transition: 0.26027607917785645; 
 android-support-library: 0.25617313385009766; 
 toolbar: 0.23080946505069733; 
 marker: 0.1042894721031189; 
 aar: 0.05497949942946434; 
 translate-animation: 0.028720635920763016; 
 xmltype: 0.025363678112626076; 
 android-8.1-oreo: 0.017306769266724586; 
 dbms-scheduler: 0.01201034989207983; 
 overlays: 0.01007087156176567; 
 contextual-action-bar: 6.5142913285853865e-09; 
 android-actionbaractivity: 3.8822728365417447e-10; 
 appcompatactivity: 2.6270773750836085e-11; 
 android-appcompat: 1.9325496064537262e-11; 
 rotateanimation: 4.3760138741799626e-12; 
 appbar: 4.038476584394823e-12; 
 android-support-design: 3.2994241019879134e-12; 
 viewflipper: 1.9319966633457586e-12; 
 android-vectordrawable: 7.957861800078625e-13; 
 react-transition-group: 3.623596106332172e-13; 
 topic_1781
rank: 0.44426801800727844; 
 spring-data-cassandra: 0.17478065192699432; 
 postgresql-performance: 0.1536443829536438; 
